what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1330963394308
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1330963394310
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1330963394311
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1330963394313
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1330963394314
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1330963394316
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1330963394318
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1330963394506
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1330963394508
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1330963394509
started,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1330963394510
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1330963394510
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1330963394511
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1330963394513
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1330963394513
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1330963394514
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1330963394516
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1330963394517
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1330963394519
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1330963394521
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1330963394522
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1330963394524
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1330963394526
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1330963394527
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1330963394530
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1330963394532
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1330963394533
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1330963394535
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1330963394538
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1330963394539
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1330963394539
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1330963394541
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1330963394543
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1330963394545
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1330963394548
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1330963394549
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1330963394552
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1330963394553
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1330963394560
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.3.v20111014-0100,"org.eclipse.mylyn.bugzilla.core",1330963394561
started,bundle,org.eclipse.team.svn.mylyn,0.7.9.I20110318-1700,"org.eclipse.team.svn.mylyn",1330963394561
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110819-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1330963394561
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16l,2.2.2.I20110819-1700,"org.polarion.eclipse.team.svn.connector.svnkit16l",1330963394561
started,bundle,org.eclipse.team.svn.core,0.7.9.I20111123-1700,"org.eclipse.team.svn.core",1330963394562
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20111123-1700,"org.eclipse.team.svn.ui",1330963394564
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit15,2.2.2.I20111119-1700,"org.polarion.eclipse.team.svn.connector.svnkit15",1330963394564
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1330963394566
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1330963394568
os,sysinfo,,,"win32",1330963394574
arch,sysinfo,,,"x86_64",1330963394574
ws,sysinfo,,,"win32",1330963394574
locale,sysinfo,,,"no_NO",1330963394574
processors,sysinfo,,,"4",1330963394574
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1330963394574
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1330963394574
java.specification.name,sysinfo,,,"Java Platform API Specification",1330963394574
java.specification.vendor,sysinfo,,,"Oracle Corporation",1330963394574
java.specification.version,sysinfo,,,"1.7",1330963394574
java.vendor,sysinfo,,,"Oracle Corporation",1330963394574
java.version,sysinfo,,,"1.7.0_02",1330963394574
java.vm.info,sysinfo,,,"mixed mode",1330963394574
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1330963394574
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1330963394574
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1330963394574
java.vm.specification.version,sysinfo,,,"1.7",1330963394574
java.vm.vendor,sysinfo,,,"Oracle Corporation",1330963394574
java.vm.version,sysinfo,,,"22.0-b10",1330963394574
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1330963394586
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330963395088
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330963395119
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1330963395166
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1330963395259
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1330963401782
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1330963401846
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963404394
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1330963441637
started,bundle,org.eclipse.jgit,2.0.0.201203050411,"org.eclipse.jgit",1330963443191
started,bundle,org.eclipse.egit.core,2.0.0.201203051046,"org.eclipse.egit.core",1330963443191
started,bundle,org.eclipse.egit.ui,2.0.0.201203051046,"org.eclipse.egit.ui",1330963443253
started,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20111123-1700,"org.eclipse.team.svn.revision.graph",1330963443315
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963451911
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1330963451939
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1330963451952
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1330963466524
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1330963466540
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1330963469477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963474925
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1330963476762
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963483661
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963486221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963490125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963491162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963491267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963500573
started,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1330963512852
started,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1330963512880
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1330963513909
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110502-1955,"org.eclipse.equinox.simpleconfigurator.manipulator",1330963513910
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110502-1955,"org.eclipse.equinox.frameworkadmin",1330963513916
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963562181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1330963562230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963572632
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963574436
executed,command,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui.applyPatch",1330963574458
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963579366
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963584256
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963585014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963585149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963594410
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963595689
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1330963606977
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1330963606982
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963616147
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963649221
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963657534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963707704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963708977
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963775918
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963776724
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963954485
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963958386
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963960477
started,bundle,org.eclipse.m2e.core.ui,1.0.100.20110804-1717,"org.eclipse.m2e.core.ui",1330963962630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963967325
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963974676
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963975666
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963993747
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963996287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330963998036
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1330964210820
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1330964211210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330964211912
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330964213254
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330964213503
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1330964214236
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1330964214486
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1330964214502
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1330964214502
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1330964214502
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1330964214502
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1330964214502
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1330964214502
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1330964214517
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1330964214517
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1330964214517
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1330964214517
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1330964214517
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1330964214517
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1330964214517
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1330964214517
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1330964214517
stopped,bundle,org.eclipse.m2e.core.ui,1.0.100.20110804-1717,"org.eclipse.m2e.core.ui",1330964214517
stopped,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1330964214548
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1330964214564
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1330964214564
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1330964214564
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1330964214564
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1330964214564
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1330964214595
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1330964214595
stopped,bundle,no.hal.jex.ui,1.0.2,"no.hal.jex.ui",1330964214595
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1330964214595
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1330964214611
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1330964214611
stopped,bundle,org.eclipse.wb.swing.databinding,1.1.0.r37x201109091143,"org.eclipse.wb.swing.databinding",1330964214611
stopped,bundle,org.eclipse.wb.core.databinding,1.1.0.r37x201109091012,"org.eclipse.wb.core.databinding",1330964214611
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.1.0.r37x201109091143,"org.eclipse.wb.swing.FormLayout",1330964214611
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.1.0.r37x201109091143,"org.eclipse.wb.swing.MigLayout",1330964214611
stopped,bundle,org.eclipse.wb.swing.java6,1.1.0.r37x201109091143,"org.eclipse.wb.swing.java6",1330964214626
stopped,bundle,org.eclipse.wb.swing.jsr296,1.1.0.r37x201109091143,"org.eclipse.wb.swing.jsr296",1330964214626
stopped,bundle,org.eclipse.wb.swing,1.1.0.r37x201109091143,"org.eclipse.wb.swing",1330964214626
stopped,bundle,org.eclipse.wb.core.ui,1.1.0.r37x201109091028,"org.eclipse.wb.core.ui",1330964214626
stopped,bundle,org.eclipse.wb.layout.group,1.1.0.r37x201109091112,"org.eclipse.wb.layout.group",1330964214626
stopped,bundle,org.eclipse.wb.os.win32,1.1.0.r37x201109091012,"org.eclipse.wb.os.win32",1330964214626
stopped,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1330964214626
stopped,bundle,net.sourceforge.plantuml.eclipse,1.1.7.6677,"net.sourceforge.plantuml.eclipse",1330964214626
stopped,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1330964214767
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1330964214782
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1330964214782
stopped,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1330964214782
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1330964214782
stopped,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1330964214798
stopped,bundle,org.eclipse.egit.mylyn.ui,2.0.0.201203051046,"org.eclipse.egit.mylyn.ui",1330964214798
stopped,bundle,org.eclipse.egit.ui,2.0.0.201203051046,"org.eclipse.egit.ui",1330964214798
stopped,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1330964214798
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1330964214798
stopped,bundle,org.eclipse.team.svn.mylyn,0.7.9.I20110318-1700,"org.eclipse.team.svn.mylyn",1330964214798
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1330964214798
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1330964214798
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1330964214798
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1330964214798
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1330964214814
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1330964214814
stopped,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1330964214970
stopped,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20111123-1700,"org.eclipse.team.svn.revision.graph",1330964214970
stopped,bundle,org.eclipse.team.svn.ui,0.7.9.I20111123-1700,"org.eclipse.team.svn.ui",1330964215001
stopped,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1330964215048
stopped,bundle,org.eclipse.egit.core,2.0.0.201203051046,"org.eclipse.egit.core",1330964215048
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1330964215048
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1330964215048
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1330964215048
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1330964215048
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1330964215048
stopped,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1330964215048
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1330964215063
stopped,bundle,org.apache.derby.ui,1.1.3,"org.apache.derby.ui",1330964215063
stopped,bundle,org.bibsonomy.texlipseextension,0.1.0,"org.bibsonomy.texlipseextension",1330964215063
stopped,bundle,net.sourceforge.texlipse,1.5.0,"net.sourceforge.texlipse",1330964215063
stopped,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1330964215063
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1330964215063
stopped,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1330964215063
stopped,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1330964215063
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1330988814072
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1330988814075
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1330988814078
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1330988814079
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1330988814080
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1330988814082
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1330988814083
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1330988814084
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1330988814086
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1330988814088
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1330988814090
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1330988814091
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1330988814097
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1330988814099
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1330988814101
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1330988814102
